count
14986074
1067349
256247
106453
51059
31422
18434
12448
8644
6455
4891
4130
3091
2481
2109
1781
1456
1309
1093
895
798
783
647
543
497
466
403
366
350
306
291
263
237
233
207
174
166
158
155
144
136
135
114
97
93
93
92
89
79
78
67
65
65
63
59
57
55
53
50
47
47
42
40
38
37
36
35
29
28
28
26
24
23
23
22
22
22
22
22
22
22
21
21
21
20
20
20
19
19
18
18
18
17
17
16
15
15
14
14
14
14
14
14
13
13
13
12
11
11
11
11
10
10
9
9
9
9
8
8
8
8
8
7
7
7
7
7
7
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
